Id,IndicatorCode,SpatialDim,SpatialValueCode,TimeDim/year,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28474102,MDG_0000000025,FSM,DOM,2015,99.6,99.6,,,"Institutional Birth (IB): includes all deliveries that occurred at a health facility. República Dominicana: Anuario de Estadísticas Vitales 2015. Santo Domingo: República Dominicana, Oficina Nacional de Estadística (ONE); 2016 (in Spanish).",2022-05-09T15:22:23Z,2015,1/1/2015,12/31/2015
28474103,MDG_0000000025,FSM,DOM,2016,99.8,99.8,,,"Institutional Birth (IB): includes all deliveries that occurred at a health facility. República Dominicana: Anuario de Estadísticas Vitales 2016. Santo Domingo: República Dominicana, Oficina Nacional de Estadística (ONE); 2017 (in Spanish).",2022-05-09T15:22:23Z,2016,1/1/2016,12/31/2016
28474104,MDG_0000000025,GAB,DOM,2017,99.8,99.8,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:23Z,2017,1/1/2017,12/31/2017
28474105,MDG_0000000025,GAB,DOM,2018,99.7,99.7,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:23Z,2018,1/1/2018,12/31/2018
28474106,MDG_0000000025,GAB,DOM,2019,99.2,99.2,,,Definition includes other cadres that is not in alignment with the standard definition. Encuesta Nacional de Hogares de Propósitos Múltiples con Metodología de Encuestas de Índicadores Múltiples por Conglomerado (ENHOGAR MICS 2019),2022-05-09T15:22:23Z,2019,1/1/2019,12/31/2019
28474107,MDG_0000000025,GAB,ECU,2000,70.9,70.93119,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:23Z,2000,1/1/2000,12/31/2000
28474108,MDG_0000000025,GAB,ECU,2001,71.4,71.38548,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:23Z,2001,1/1/2001,12/31/2001
28474109,MDG_0000000025,GAB,ECU,2002,73.7,73.70105,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:23Z,2002,1/1/2002,12/31/2002
28474110,MDG_0000000025,GAB,ECU,2003,75.1,75.10153,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:23Z,2003,1/1/2003,12/31/2003
28474111,MDG_0000000025,GAB,ECU,2004,76.4,76.4159,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:23Z,2004,1/1/2004,12/31/2004
28474112,MDG_0000000025,GAB,ECU,2005,78.5,78.54902,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2005,1/1/2005,12/31/2005
28474113,MDG_0000000025,GAB,ECU,2006,80.6,80.5507,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2006,1/1/2006,12/31/2006
28474114,MDG_0000000025,GAB,ECU,2007,82,82.0018,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2007,1/1/2007,12/31/2007
28474115,MDG_0000000025,GAB,ECU,2008,84,83.95905,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2008,1/1/2008,12/31/2008
28474116,MDG_0000000025,GBR,ECU,2009,85.6,85.64074,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2009,1/1/2009,12/31/2009
28474117,MDG_0000000025,GBR,ECU,2010,87.4,87.43771,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2010,1/1/2010,12/31/2010
28474118,MDG_0000000025,GBR,ECU,2011,89.7,89.67108,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2011,1/1/2011,12/31/2011
28474119,MDG_0000000025,GBR,ECU,2012,91.7,91.68643,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2012,1/1/2012,12/31/2012
28474120,MDG_0000000025,GBR,ECU,2013,93.3,93.31784,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2013,1/1/2013,12/31/2013
28474121,MDG_0000000025,GBR,ECU,2014,94.7,94.73425,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2014,1/1/2014,12/31/2014
28474122,MDG_0000000025,GBR,ECU,2015,94.2,94.23076,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2015,1/1/2015,12/31/2015
28474123,MDG_0000000025,GBR,ECU,2016,94.1,94.0591,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2016,1/1/2016,12/31/2016
28474124,MDG_0000000025,GBR,ECU,2017,95.6,95.58197,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2017,1/1/2017,12/31/2017
28474125,MDG_0000000025,GBR,ECU,2018,95.9,95.92251,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2018,1/1/2018,12/31/2018
28474126,MDG_0000000025,GBR,ECU,2019,97.2,97.15492,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).",2022-05-09T15:22:24Z,2019,1/1/2019,12/31/2019
28474127,MDG_0000000025,GBR,SLV,2003,92.4,92.4,,,"Institutional Birth (IB) and delivery with a skilled personnel at home. Asociación Demográfica Salvadoreña (ADS), Comité Consultivo Interinstitucional (CCI), Centros para el Control y Prevención de Enfermedades (CDC), Agencia de los Estados Unidos para el Desarrollo Internacional (USAID). Encuesta Nacional de Salud Familiar (FESAL) 2002/03. Informe Final. San Salvador: ADS; 2004 (in Spanish).",2022-05-09T15:22:24Z,2002-2003,1/1/2002,12/31/2003
28474128,MDG_0000000025,GEO,SLV,2005,87.2,87.2,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Informe de Labores 2012-2013. San Salvador: Ministerio de Salud de El Salvador; 2013 (in Spanish).",2022-05-09T15:22:24Z,2005,1/1/2005,12/31/2005
28474129,MDG_0000000025,GEO,SLV,2006,89.6,89.6,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Informe de Labores 2012-2013. San Salvador: Ministerio de Salud de El Salvador; 2013 (in Spanish).",2022-05-09T15:22:24Z,2006,1/1/2006,12/31/2006
28474130,MDG_0000000025,GEO,SLV,2007,93.1,93.1,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Informe de Labores 2012-2013. San Salvador: Ministerio de Salud de El Salvador; 2013 (in Spanish).",2022-05-09T15:22:24Z,2007,1/1/2007,12/31/2007
28474131,MDG_0000000025,GEO,SLV,2008,95.5,95.5,,,"Institutional Birth (IB) and delivery with a skilled personnel at home. Asociación Demográfica Salvadoreña (ADS), Comité Consultivo Interinstitucional (CCI), Centros para el Control y Prevención de Enfermedades (CDC), Agencia de los Estados Unidos para el Desarrollo Internacional (USAID). Encuesta Nacional de Salud Familiar (FESAL) 2008. Informe Final. San Salvador: ADS; 2009 (in Spanish).",2022-05-09T15:22:24Z,2008,1/1/2008,12/31/2008
28474132,MDG_0000000025,GEO,SLV,2009,97.5,97.5,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Informe de Labores 2012-2013. San Salvador: Ministerio de Salud de El Salvador; 2013 (in Spanish).",2022-05-09T15:22:24Z,2009,1/1/2009,12/31/2009
28474133,MDG_0000000025,GEO,SLV,2010,98,98,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Informe de Labores 2012-2013. San Salvador: Ministerio de Salud de El Salvador; 2013 (in Spanish).",2022-05-09T15:22:24Z,2010,1/1/2010,12/31/2010
28474134,MDG_0000000025,GEO,SLV,2011,99,99,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Informe de Labores 2012-2013. San Salvador: Ministerio de Salud de El Salvador; 2013 (in Spanish).",2022-05-09T15:22:24Z,2011,1/1/2011,12/31/2011
28474135,MDG_0000000025,GEO,SLV,2012,99.5,99.5,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Informe de Labores 2012-2013. San Salvador: Ministerio de Salud de El Salvador; 2013 (in Spanish).",2022-05-09T15:22:24Z,2012,1/1/2012,12/31/2012
28474136,MDG_0000000025,GEO,SLV,2013,99.8,99.8,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Informe de Labores 2013-2014. San Salvador: Ministerio de Salud de El Salvador; 2014 (in Spanish).",2022-05-09T15:22:24Z,2013,1/1/2013,12/31/2013
28474137,MDG_0000000025,GEO,SLV,2014,98,98,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Ministerio de Salud/Instituto Nacional de Salud, Fondo de las Naciones Unidas para la Infancia (UNICEF). Encuesta Nacional de Salud 2014 - Encuesta de Indicadores Múltiples por Conglomerados 2014, Resultados Principales. San Salvador, El Salvador: Ministerio de Salud e Instituto Nacional de Salud; 2015 (in Spanish).",2022-05-09T15:22:24Z,2014,1/1/2014,12/31/2014
28474138,MDG_0000000025,GEO,SLV,2015,99.9,99.9,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Informe de Labores 2016-2017. San Salvador: Ministerio de Salud de El Salvador; 2017 (in Spanish).",2022-05-09T15:22:24Z,2015,1/1/2015,12/31/2015
28474139,MDG_0000000025,GEO,SLV,2016,99.9,99.9,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Informe de Labores 2016-2017. San Salvador: Ministerio de Salud de El Salvador; 2017 (in Spanish).",2022-05-09T15:22:24Z,2016,1/1/2016,12/31/2016
28474140,MDG_0000000025,GHA,SLV,2017,99.9,99.9,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Informe de Labores 2017-2018. San Salvador: Ministerio de Salud de El Salvador; 2018 (in Spanish).",2022-05-09T15:22:24Z,2017,1/1/2017,12/31/2017
28474141,MDG_0000000025,GHA,SLV,2018,99.9,99.9,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Informe de Labores 2018-2019. San Salvador: Ministerio de Salud de El Salvador; 2019 (in Spanish).",2022-05-09T15:22:24Z,2018,1/1/2018,12/31/2018
28474142,MDG_0000000025,GHA,GNQ,2000,64.6,64.6,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Ministerio de Planification y Desarrollo Económico, UNICEF. Encuesta de Indicadores Multiples (MICS 2000). Informe Final. Malabo, Guinea Ecuatorial; 2001 (in Spanish).",2022-05-09T15:22:24Z,2000,1/1/2000,12/31/2000
28474143,MDG_0000000025,GHA,GNQ,2011,68.3,68.3,,,"Definition includes other cadres that is not in alignment with the standard definition. Ministerio de Sanidad y Bienestar Social, Ministerio de Economía, Planificación e Inversiones Públicas, ICF International. Encuesta Demográfica y de Salud (EDSGE-I) 2011. Calverton, Maryland, USA; 2012 (in Spanish).",2022-05-09T15:22:24Z,2011,1/1/2011,12/31/2011
28474144,MDG_0000000025,GHA,ETH,2000,5.6,5.6,,,"Unclear definition of the cadres included. Central Statistical Authority [Ethiopia], ORC Macro. Ethiopia Demographic and Health Survey 2000. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Authority, ORC Macro; 2001.",2022-05-09T15:22:24Z,2000,1/1/2000,12/31/2000
28474145,MDG_0000000025,GHA,ETH,2004,6.4,6.4,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Welfare Monitoring Survey 2004. Statistical Report on Basic Population Characteristics, Education, Health, Nutritional Status and Child Care. Statistical bulletin. Addis Ababa: Central Statistical Authority, Ethiopia; 2004.",2022-05-09T15:22:24Z,2004,1/1/2004,12/31/2004
28474146,MDG_0000000025,GHA,ETH,2005,5.7,5.7,,,"Unclear definition of the cadres included. Central Statistical Agency, ORC Macro. Ethiopia Demographic and Health Survey 2005. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Agency, ORC Macro; 2006.",2022-05-09T15:22:24Z,2005,1/1/2005,12/31/2005
28474147,MDG_0000000025,GHA,ETH,2011,10,10,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Central Statistical Agency [Ethiopia], ICF International. Ethiopia Demographic and Health Survey 2011. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Agency, ICF International; 2012.",2022-05-09T15:22:24Z,2010-2011,1/1/2010,12/31/2011
28474148,MDG_0000000025,GHA,ETH,2014,15.5,15.5,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Ethiopia Mini Demographic and Health Survey 2014. Addis Ababa: Central Statistical Agency [Ethiopia]; 2014.",2022-05-09T15:22:24Z,2014,1/1/2014,12/31/2014
28474149,MDG_0000000025,GHA,ETH,2016,27.7,27.7,,,"Definition includes other cadres that is not in alignment with the standard definition. Central Statistical Agency (CSA) [Ethiopia], ICF. Ethiopia Demographic and Health Survey 2016. Addis Ababa, Ethiopia, and Rockville, Maryland, USA: CSA , ICF; 2016.",2022-05-09T15:22:24Z,2016,1/1/2016,12/31/2016
28474150,MDG_0000000025,GHA,ETH,2019,49.8,49.8,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Ethiopian Public Health Institute (EPHI) [Ethiopia] and ICF. 2019. Ethiopia Mini Demographic and



Health Survey 2019: Key Indicators. Rockville, Maryland, USA: EPHI and ICF.",2022-05-09T15:22:24Z,2019,1/1/2019,12/31/2019
28474151,MDG_0000000025,GHA,ERI,2002,28.3,28.3,,,"Definition includes other cadres that is not in alignment with the standard definition. National Statistics and Evaluation Office (NSEO) [Eritrea], ORC Macro. Eritrea Demographic and Health Survey 2002. Calverton, Maryland, USA: National Statistics and Evaluation Office, ORC Macro; 2003.",2022-05-09T15:22:24Z,2002,1/1/2002,12/31/2002
28474152,MDG_0000000025,GIN,ERI,2010,34.1,34.1,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Eritrea Population and Health Survey 2010. Asmara: National Statistics Office (NSO), Eritrea, Fafo Institute for Applied International Studies (Fafo AIS); 2013.",2022-05-09T15:22:24Z,2010,1/1/2010,12/31/2010
28474153,MDG_0000000025,GIN,EST,2000,99.6,99.6,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020 (http://www.tai.ee/en/r-and-d/registers/estonian-medical-birth-registry-and-estonian-abortion-registry/statistics, accessed 15 October 2013).",2022-05-09T15:22:24Z,2000,1/1/2000,12/31/2000
28474154,MDG_0000000025,GIN,EST,2001,99.6,99.6,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020 (http://www.tai.ee/en/r-and-d/registers/estonian-medical-birth-registry-and-estonian-abortion-registry/statistics, accessed 15 October 2013).",2022-05-09T15:22:24Z,2001,1/1/2001,12/31/2001
28474155,MDG_0000000025,GIN,EST,2002,99.6,99.6,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020 (http://www.tai.ee/en/r-and-d/registers/estonian-medical-birth-registry-and-estonian-abortion-registry/statistics, accessed 15 October 2013).",2022-05-09T15:22:24Z,2002,1/1/2002,12/31/2002
28474156,MDG_0000000025,GIN,EST,2003,99.5,99.5,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020 (http://www.tai.ee/en/r-and-d/registers/estonian-medical-birth-registry-and-estonian-abortion-registry/statistics, accessed 15 October 2013).",2022-05-09T15:22:24Z,2003,1/1/2003,12/31/2003
28474157,MDG_0000000025,GIN,EST,2004,99.8,99.8,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020 (http://www.tai.ee/en/r-and-d/registers/estonian-medical-birth-registry-and-estonian-abortion-registry/statistics, accessed 15 October 2013).",2022-05-09T15:22:24Z,2004,1/1/2004,12/31/2004
28474158,MDG_0000000025,GIN,EST,2005,99.7,99.7,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020 (http://www.tai.ee/en/r-and-d/registers/estonian-medical-birth-registry-and-estonian-abortion-registry/statistics, accessed 15 October 2013).",2022-05-09T15:22:24Z,2005,1/1/2005,12/31/2005
28474159,MDG_0000000025,GIN,EST,2006,99.7,99.7,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020 (http://www.tai.ee/en/r-and-d/registers/estonian-medical-birth-registry-and-estonian-abortion-registry/statistics, accessed 15 October 2013).",2022-05-09T15:22:24Z,2006,1/1/2006,12/31/2006
28474160,MDG_0000000025,GIN,EST,2007,99.7,99.7,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2022-05-09T15:22:24Z,2007,1/1/2007,12/31/2007
28474161,MDG_0000000025,GIN,EST,2008,99.7,99.7,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2022-05-09T15:22:25Z,2008,1/1/2008,12/31/2008
28474162,MDG_0000000025,GIN,EST,2009,99.7,99.7,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2022-05-09T15:22:25Z,2009,1/1/2009,12/31/2009
28474163,MDG_0000000025,GIN,EST,2010,99.8,99.8,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2022-05-09T15:22:25Z,2010,1/1/2010,12/31/2010
28474164,MDG_0000000025,GMB,EST,2011,99.7,99.7,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2022-05-09T15:22:25Z,2011,1/1/2011,12/31/2011
28474165,MDG_0000000025,GMB,EST,2012,99.8,99.8,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2022-05-09T15:22:25Z,2012,1/1/2012,12/31/2012
28474166,MDG_0000000025,GMB,EST,2013,99.7,99.7,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2022-05-09T15:22:25Z,2013,1/1/2013,12/31/2013
28474167,MDG_0000000025,GMB,EST,2014,99.7,99.7,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2022-05-09T15:22:25Z,2014,1/1/2014,12/31/2014
28474168,MDG_0000000025,GMB,EST,2015,99.7,99.7,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2022-05-09T15:22:25Z,2015,1/1/2015,12/31/2015
28474169,MDG_0000000025,GMB,EST,2016,99.7,99.7,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2022-05-09T15:22:25Z,2016,1/1/2016,12/31/2016
28474170,MDG_0000000025,GMB,EST,2017,99.5,99.5,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2022-05-09T15:22:25Z,2017,1/1/2017,12/31/2017
28474171,MDG_0000000025,GMB,EST,2018,99.6,99.6,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2022-05-09T15:22:25Z,2018,1/1/2018,12/31/2018
28474172,MDG_0000000025,GMB,EST,2019,99.7,99.7,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2022-05-09T15:22:25Z,2019,1/1/2019,12/31/2019
28474173,MDG_0000000025,GMB,EST,2020,99.6,99.6,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 2020. Tallinn: National Institute for Health Development [Estonia]; 2021",2022-05-09T15:22:25Z,2020,1/1/2020,12/31/2020
28474174,MDG_0000000025,GMB,FJI,2000,96.9,96.9,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility. Annual Report 2006. Suva: Ministry of Health [Fiji]; 2007.,2022-05-09T15:22:25Z,2000,1/1/2000,12/31/2000
28474175,MDG_0000000025,GMB,FJI,2001,98.4,98.4,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility. Annual Report 2006. Suva: Ministry of Health [Fiji]; 2007.,2022-05-09T15:22:25Z,2001,1/1/2001,12/31/2001
28474176,MDG_0000000025,GNB,FJI,2002,96.9,96.9,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility. Annual Report 2006. Suva: Ministry of Health [Fiji]; 2007.,2022-05-09T15:22:25Z,2002,1/1/2002,12/31/2002
28474177,MDG_0000000025,GNB,FJI,2003,96.7,96.7,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility. Annual Report 2006. Suva: Ministry of Health [Fiji]; 2007.,2022-05-09T15:22:25Z,2003,1/1/2003,12/31/2003
28474178,MDG_0000000025,GNB,FJI,2004,97,97,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility. Annual Report 2006. Suva: Ministry of Health [Fiji]; 2007.,2022-05-09T15:22:25Z,2004,1/1/2004,12/31/2004
28474179,MDG_0000000025,GNB,FJI,2005,97.2,97.2,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility. Annual Report 2006. Suva: Ministry of Health [Fiji]; 2007.,2022-05-09T15:22:25Z,2005,1/1/2005,12/31/2005
28474180,MDG_0000000025,GNB,FJI,2006,99.3,99.3,,,"Unclear definition of the cadres included. Annual Report 2008. Suva: Ministry of Health, Women, Social Welfare & Poverty Alleviation [Fiji]; 2009.",2022-05-09T15:22:25Z,2006,1/1/2006,12/31/2006
28474181,MDG_0000000025,GNB,FJI,2007,99,99,,,"Unclear definition of the cadres included. Annual Report 2008. Suva: Ministry of Health, Women, Social Welfare & Poverty Alleviation [Fiji]; 2009.",2022-05-09T15:22:25Z,2007,1/1/2007,12/31/2007
28474182,MDG_0000000025,GNB,FJI,2008,98.8,98.8,,,"Unclear definition of the cadres included. Annual Report 2008. Suva: Ministry of Health, Women, Social Welfare & Poverty Alleviation [Fiji]; 2009.",2022-05-09T15:22:25Z,2008,1/1/2008,12/31/2008
28474183,MDG_0000000025,GNB,FJI,2009,99.8,99.8,,,Unclear definition of the cadres included. Annual Report 2010. Suva: Ministry of Health [Fiji]; 2011.,2022-05-09T15:22:25Z,2009,1/1/2009,12/31/2009
28474184,MDG_0000000025,GNB,FJI,2010,99.7,99.7,,,Unclear definition of the cadres included. Annual Report 2010. Suva: Ministry of Health [Fiji]; 2011.,2022-05-09T15:22:25Z,2010,1/1/2010,12/31/2010
